u,v,key,osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access,bridge,tunnel,width,junction
42422026,42437401,0,"[226193928, 837515835]",South End Avenue,residential,25 mph,False,True,173.424,"LINESTRING (-74.0157844 40.7115841, -74.0158222 40.711515, -74.0158521 40.7114496, -74.0159908 40.7110816, -74.0162332 40.7104557, -74.016343 40.7101688, -74.0163736 40.7100903)","['2', '3']",,,,,,
42422026,889298452,0,"[1231809467, 157405685]",South End Avenue,residential,25 mph,False,True,30.935,"LINESTRING (-74.0157844 40.7115841, -74.0157592 40.7116351, -74.0157489 40.7116585, -74.0157386 40.7116818, -74.0157185 40.7117427, -74.0156855 40.7118516)",2,,,,,,
42422028,42453395,0,195743264,West Street,trunk,30 mph,True,False,305.112,"LINESTRING (-74.0143969 40.7110047, -74.0143564 40.7111512, -74.0143255 40.7112933, -74.0142859 40.7115138, -74.0142284 40.7118488, -74.0141597 40.7121786, -74.014049 40.7126519, -74.0140009 40.7128443, -74.0139744 40.7129422, -74.0139595 40.7129997, -74.0138978 40.7131932, -74.0138487 40.713332, -74.0137713 40.7135338, -74.0137519 40.7135898, -74.0137098 40.7136952)",4,NY 9A,,,,,
42422028,246858433,0,438899450,Liberty Street,residential,,False,True,25.312,"LINESTRING (-74.0143969 40.7110047, -74.0145243 40.7110601, -74.0146587 40.7111162)",,,,,,,
42422038,42438155,0,"[460624365, 1052686445]",Church Street,secondary,25 mph,True,False,86.882,"LINESTRING (-74.0116583 40.7096669, -74.0116042 40.7097461, -74.0115619 40.7098075, -74.0115309 40.7098636, -74.0115086 40.7099101, -74.0114818 40.7099523, -74.0113731 40.7101198, -74.0112785 40.7102648, -74.0112429 40.7103165, -74.0112079 40.7103692)","['2', '3']",,,,,,
42422038,42422042,0,"[1126410242, 460624363]",Liberty Street,unclassified,25 mph,False,"[False, True]",106.88999999999999,"LINESTRING (-74.0116583 40.7096669, -74.0116015 40.7096408, -74.0115886 40.7096349, -74.0106482 40.7092023, -74.0105706 40.7091731)",2,,,,,,
42422042,42422038,0,"[1126410242, 460624363]",Liberty Street,unclassified,25 mph,False,"[False, True]",106.88999999999999,"LINESTRING (-74.0105706 40.7091731, -74.0106482 40.7092023, -74.0115886 40.7096349, -74.0116015 40.7096408, -74.0116583 40.7096669)",2,,,,,,
42422042,42422050,0,1127576633,Liberty Street,residential,25 mph,True,False,117.527,"LINESTRING (-74.0105706 40.7091731, -74.0104927 40.7091457, -74.0104416 40.7091252, -74.0096155 40.7087461, -74.0094818 40.7086795, -74.0094455 40.7086607, -74.0093797 40.7086249)",1,,,,,,
42422042,42428374,0,1149014898,Broadway,secondary,25 mph,True,False,46.185,"LINESTRING (-74.0105706 40.7091731, -74.010628 40.7091033, -74.0108222 40.7088672, -74.0108604 40.7088206)",2,,,,,,
42422050,42422053,0,46160330,Liberty Street,residential,25 mph,True,False,136.389,"LINESTRING (-74.0093797 40.7086249, -74.0093325 40.7085949, -74.0083722 40.7078037, -74.0083239 40.7077638, -74.0082757 40.7077288)",1,,,,,,
42422050,42454795,0,1135576553,Nassau Street,residential,25 mph,True,False,63.239000000000004,"LINESTRING (-74.0093797 40.7086249, -74.0093374 40.7086653, -74.0093038 40.7086967, -74.0089448 40.7090153, -74.0088957 40.7090594)",1,,,,,,
42422053,6262915548,0,46160330,Liberty Street,residential,25 mph,True,False,88.095,"LINESTRING (-74.0082757 40.7077288, -74.0082187 40.7076946, -74.0078076 40.7074365, -74.0076006 40.7073076, -74.0075482 40.7072808, -74.0075001 40.707259, -74.007454 40.7072416)",1,,,,,,
42422053,42448583,0,1127573674,William Street,residential,25 mph,True,False,37.152,"LINESTRING (-74.0082757 40.7077288, -74.0082238 40.7077736, -74.0081892 40.7078058, -74.0080491 40.7079532, -74.0080097 40.7079949)",1,,,,,,
42422086,42422110,0,5669025,,motorway_link,,True,False,72.391,"LINESTRING (-73.9333873 40.8016439, -73.9336558 40.8017863, -73.9336885 40.8018078, -73.9337204 40.8018335, -73.9337496 40.8018648, -73.9337697 40.80189, -73.9337881 40.8019223, -73.9337992 40.8019487, -73.9338072 40.8019787, -73.9338115 40.8020041, -73.9338091 40.8020428, -73.9338037 40.8020761, -73.933794 40.802107, -73.9337836 40.8021277, -73.9337706 40.8021471)",1,,,,,,
42422086,3931524260,0,194933369,East 124th Street,residential,25 mph,True,False,56.54,"LINESTRING (-73.9333873 40.8016439, -73.9336804 40.8017677, -73.9338819 40.8018454, -73.9339379 40.8018676, -73.9339793 40.801884)",1,,,,,,
42422110,42422168,0,194933382,,motorway_link,,True,False,80.472,"LINESTRING (-73.9337706 40.8021471, -73.9337404 40.8021761, -73.9337081 40.8021969, -73.9336671 40.8022155, -73.933613 40.8022364, -73.9335582 40.8022533, -73.9335022 40.8022658, -73.9334522 40.8022729, -73.9334027 40.8022758, -73.9333475 40.8022744, -73.9332946 40.8022697, -73.9332361 40.8022589, -73.9331784 40.8022441, -73.93312 40.8022256, -73.9330614 40.8022045, -73.9328935 40.8021545)",1,,,,,,
42422168,371225132,0,"[194933377, 32965210, 122625733, 46240262]",,motorway_link,,True,False,358.05400000000003,"LINESTRING (-73.9328935 40.8021545, -73.931666 40.8016337, -73.9309041 40.8013168, -73.9307448 40.8012498, -73.9306811 40.8012236, -73.9306001 40.8011963, -73.9305181 40.8011719, -73.9304189 40.8011454, -73.9303237 40.8011264, -73.9302203 40.8011108, -73.9299758 40.8010764, -73.9298996 40.8010659, -73.9298285 40.8010498, -73.9297551 40.8010308, -73.9296753 40.8010072, -73.9295817 40.800977, -73.9294812 40.8009417, -73.9293623 40.8008943, -73.9290592 40.800803)","['2', '1']",,,yes,,,
42422258,42430589,0,"[5669945, 989267823]",11th Avenue,secondary,25 mph,True,False,85.68100000000001,"LINESTRING (-74.00742 40.748197, -74.0073407 40.7483007, -74.0072425 40.7484224, -74.0070252 40.7487236, -74.0070121 40.7487664, -74.0070034 40.7488871)","['2', '1']",,,,,,
42422270,278608420,0,"[46177184, 25561915]",,motorway_link,40 mph,True,False,341.47599999999994,"LINESTRING (-74.0027542 40.7062566, -74.0024125 40.7064023, -74.0020616 40.7065909, -74.0019336 40.7066509, -74.0012238 40.7070022, -74.0011011 40.7070634, -74.0009847 40.7071221, -74.0003493 40.7074458, -74.0002898 40.7074794, -74.0002371 40.7075132, -74.0001893 40.7075495, -74.0001469 40.7075879, -74.0001056 40.7076356, -74.0000742 40.7076807, -74.0000509 40.7077273, -74.0000338 40.707774, -74.0000167 40.7078311, -74.0000081 40.70788, -74.0000062 40.7079367, -74.0000138 40.7079937, -74.0000239 40.708042, -74.0000478 40.7081161, -74.0000755 40.7081751, -74.0001093 40.7082374)",1,,,yes,,,
42422270,42451465,0,"[32935107, 32935108]",FDR Drive,motorway,40 mph,True,False,866.951,"LINESTRING (-74.0027542 40.7062566, -74.0015567 40.706937, -74.001311 40.7070787, -74.0010614 40.7072112, -74.0007584 40.707364, -74.0004414 40.7075169, -74.0001744 40.7076453, -74.0000644 40.7077005, -73.9999595 40.7077531, -73.9998644 40.7078026, -73.9997755 40.7078507, -73.9996911 40.7078982, -73.9996007 40.7079508, -73.9991672 40.7082113, -73.9990791 40.7082626, -73.9989709 40.708323, -73.9988718 40.7083739, -73.9987646 40.7084285, -73.9986381 40.7084873, -73.9984959 40.7085505, -73.9983672 40.7086037, -73.9982408 40.7086527, -73.9980873 40.7087046, -73.997954 40.7087464, -73.9978401 40.7087785, -73.9977217 40.7088086, -73.9975633 40.7088448, -73.9974461 40.708867, -73.997334 40.7088865, -73.9972227 40.7089034, -73.9970914 40.7089222, -73.9942153 40.7093199, -73.9939807 40.7093422, -73.9935802 40.7093658)","['2', '1']",FDR,,yes,,,
42422283,5378284711,0,5670703,Dover Street,secondary,25 mph,True,False,105.235,"LINESTRING (-74.001657 40.7094916, -74.0016279 40.7094292, -74.0016012 40.7093954, -74.0008364 40.7087864)",1,,,,,,
42422283,42433229,0,"[194923778, 1135361330]",Pearl Street,primary,25 mph,False,False,101.19,"LINESTRING (-74.001657 40.7094916, -74.0017349 40.7094289, -74.0018086 40.7093738, -74.0021248 40.7091344, -74.0024522 40.7088867, -74.002503 40.708846)",5,,,,,,
42422283,4158673495,0,414743582,Frankfort Street,secondary,25 mph,False,True,158.859,"LINESTRING (-74.001657 40.7094916, -74.0017841 40.7095851, -74.0023784 40.7100525, -74.0024423 40.7101038, -74.0029673 40.7105184)",,,,,,,
42422283,278609934,0,524361790,Pearl Street,primary,25 mph,False,False,15.532,"LINESTRING (-74.001657 40.7094916, -74.001619 40.7095243, -74.0015788 40.7095666, -74.0015481 40.7096039)",4,,,,,,
42422399,42458435,0,"[46563178, 46563181, 46546766]",Henry Hudson Parkway,motorway,50 mph,True,False,1005.2769999999999,"LINESTRING (-73.9827522 40.7879993, -73.9826549 40.7882582, -73.9825926 40.7884139, -73.9825141 40.7885998, -73.9824302 40.7887846, -73.9823648 40.7889268, -73.982277 40.7891168, -73.9821903 40.7892988, -73.9821096 40.789462, -73.9820233 40.7896298, -73.9819284 40.789809, -73.9818334 40.7899823, -73.9817414 40.7901469, -73.9816401 40.7903188, -73.981553 40.7904683, -73.9814458 40.7906449, -73.9812855 40.7908981, -73.9811221 40.7911476, -73.9809546 40.7913908, -73.9807841 40.791638, -73.9806143 40.7918727, -73.9804432 40.792099, -73.9803119 40.7922809, -73.9801848 40.7924422, -73.9800746 40.7925787, -73.9799447 40.7927397, -73.9798136 40.792895, -73.9796921 40.7930384, -73.9795621 40.7931858, -73.9794279 40.793332, -73.9792603 40.7935123, -73.9791219 40.7936546, -73.9789659 40.7938066, -73.9788211 40.7939469, -73.9786712 40.7940864, -73.9784713 40.7942649, -73.9783615 40.7943615, -73.9781841 40.7945118, -73.9780197 40.7946473, -73.9778434 40.7947897, -73.9773685 40.7951692, -73.9771973 40.7953078, -73.9770038 40.7954533, -73.9767319 40.795685)",3,HH;NY 9A,,yes,,,
42422449,371225132,0,"[46240265, 1069958794, 801411759]",,motorway_link,,True,False,260.646,"LINESTRING (-73.9311515 40.8007075, -73.9311831 40.8007516, -73.9312105 40.8008005, -73.9312284 40.8008453, -73.9312449 40.8008967, -73.9312529 40.8009475, -73.9312516 40.801, -73.9312436 40.801058, -73.9312236 40.8011105, -73.9311937 40.8011669, -73.9311557 40.8012203, -73.9311199 40.801259, -73.9310748 40.8012979, -73.9310231 40.8013274, -73.9309627 40.8013542, -73.9308985 40.8013785, -73.9308306 40.8013955, -73.9307575 40.801409, -73.9306866 40.8014132, -73.9306204 40.8014106, -73.9305607 40.8014003, -73.9304907 40.8013843, -73.9304108 40.8013608, -73.9303421 40.8013366, -73.9302745 40.8013124, -73.9293383 40.8009342, -73.9290592 40.800803)",2,,,yes,,,
42422509,42457925,0,46201644,FDR Drive,primary,25 mph,True,False,97.88799999999999,"LINESTRING (-73.9736517 40.7381466, -73.9733751 40.7385276, -73.9733083 40.7386248, -73.9732454 40.7387253, -73.9731767 40.7388427, -73.9731277 40.7389315)",2,,,,,,
42422592,7912855687,0,46546737,West 79th Street,secondary,25 mph,False,False,18.782,"LINESTRING (-73.9826519 40.7849764, -73.9827753 40.7850294, -73.9828455 40.7850603)",3,,,,,,
42422592,42428072,0,439801908,Riverside Drive,secondary,,False,False,88.02000000000001,"LINESTRING (-73.9826519 40.7849764, -73.9827472 40.7848843, -73.9827575 40.7848744, -73.9832342 40.7844184, -73.9832997 40.7843551)",2,,,,,,
42422592,42421778,0,"[46111607, 763299975]",Riverside Drive,secondary,,False,True,87.48,"LINESTRING (-73.9826519 40.7849764, -73.9825605 40.7850613, -73.9820041 40.7855915)",,,,,,,
42422592,42431019,0,"[1080864180, 68668533]",West 79th Street,secondary,25 mph,False,True,142.72199999999998,"LINESTRING (-73.9826519 40.7849764, -73.9825457 40.7849307, -73.9821955 40.7847833, -73.9812917 40.7844025, -73.9811697 40.7843536)",4,,,,,,
42422899,42454010,0,"[955205137, 368938762]",1st Avenue,primary,25 mph,True,False,77.79799999999999,"LINESTRING (-73.9721236 40.7456883, -73.972079 40.7457473, -73.9718419 40.7460717, -73.9717216 40.7462397, -73.9716752 40.7462999)","['4', '3']",,,,,,
42422899,42449689,0,"[368938760, 1090370025, 664660185]",East 37th Street,secondary,25 mph,True,False,146.941,"LINESTRING (-73.9721236 40.7456883, -73.9722614 40.7457458, -73.9723585 40.7457863, -73.9726572 40.7459109, -73.9729287 40.7460254, -73.9733985 40.7462201, -73.973456 40.746244, -73.9736516 40.7463256)","['4', '3']",,,,,,
42423020,42454495,0,46334595,East 36th Street,secondary,25 mph,True,False,61.999,"LINESTRING (-73.9749393 40.7460796, -73.9748153 40.7460064, -73.9746535 40.7459176, -73.9744031 40.7458151, -73.974319 40.7457827)",2,,,,,,
42423020,42434965,0,"[1020832418, 421852618, 420872183]",2nd Avenue,primary,25 mph,True,False,79.47600000000001,"LINESTRING (-73.9749393 40.7460796, -73.9749925 40.7460073, -73.9751397 40.7458075, -73.9752586 40.7456459, -73.9753498 40.745522, -73.9753989 40.7454554)","['5', '6']",,,,,,
42423020,11942111840,0,1287670373,,motorway_link,,True,False,20.604,"LINESTRING (-73.9749393 40.7460796, -73.9747811 40.7460525, -73.9747018 40.7460356)",4,,,,,,
42423039,42450820,0,958188025,FDR Drive,motorway,40 mph,True,False,71.337,"LINESTRING (-73.9757407 40.7163982, -73.9760506 40.7158012)",4,FDR,,,,,
42423051,42454391,0,420629945,East Houston Street,primary,25 mph,True,False,29.703,"LINESTRING (-73.9748036 40.718847, -73.9748233 40.7188784, -73.9748426 40.718903, -73.9748736 40.7189271, -73.9749074 40.7189459, -73.9749419 40.7189595, -73.974985 40.7189708, -73.9750178 40.7189757, -73.9750822 40.7189791)",2,,,,,,
42423051,370894980,0,"[959041299, 46629371, 1080978589]",,motorway_link,40 mph,True,False,274.357,"LINESTRING (-73.9748036 40.718847, -73.9747804 40.7188758, -73.9747618 40.7189052, -73.9747405 40.7189427, -73.9747312 40.7189654, -73.9747214 40.7190038, -73.9747136 40.7190521, -73.9746195 40.7198617, -73.9745682 40.7204342, -73.974557 40.7205427, -73.9745509 40.7206536, -73.9745478 40.7210037, -73.9745541 40.7212958)","['2', '1']",,,,,,
42423070,7912855687,0,"[144944205, 144944189]",,motorway_link,,True,False,275.96600000000007,"LINESTRING (-73.9853322 40.7835314, -73.985016 40.7838295, -73.9849438 40.7839123, -73.9848746 40.7839853, -73.9848025 40.7840556, -73.9847198 40.7841287, -73.9846375 40.7841992, -73.9845386 40.7842806, -73.9844346 40.7843564, -73.9843218 40.7844379, -73.9841776 40.7845306, -73.9840527 40.7846048, -73.9839296 40.784673, -73.9837977 40.7847413, -73.9837161 40.7847801, -73.9836318 40.7848203, -73.9835467 40.7848597, -73.9834694 40.7848922, -73.9833858 40.7849239, -73.9832922 40.7849528, -73.9831959 40.7849787, -73.9831013 40.7850015, -73.9830374 40.7850162, -73.9828455 40.7850603)","['2', '1']",,,,,,
42423070,42422399,0,"[957873160, 46546766, 46546758]",Henry Hudson Parkway,motorway,50 mph,True,False,544.4730000000001,"LINESTRING (-73.9853322 40.7835314, -73.9842014 40.7851229, -73.9839963 40.7854386, -73.9838819 40.7856036, -73.9836863 40.7858781, -73.9835763 40.786057, -73.9834767 40.7862349, -73.9833931 40.7863997, -73.9833152 40.7865619, -73.9832419 40.786729, -73.9831619 40.7869183, -73.9830882 40.7871013, -73.9830214 40.7872809, -73.9829553 40.7874617, -73.9828649 40.7877133, -73.9827999 40.7878868, -73.9827522 40.7879993)",3,HH;NY 9A,,yes,,,
42423101,42446331,0,5671406,West 175th Street,residential,,True,False,139.503,"LINESTRING (-73.9337236 40.8442481, -73.9338563 40.8442926, -73.935098 40.844812, -73.935181 40.844846)",,,,,,,
42423101,42436806,0,440122879,Amsterdam Avenue,secondary,,False,False,84.379,"LINESTRING (-73.9337236 40.8442481, -73.9336527 40.844345, -73.9332784 40.8448569, -73.933238 40.8449121)",4,,,,,,
42423101,42442723,0,440122879,Amsterdam Avenue,secondary,,False,True,86.008,"LINESTRING (-73.9337236 40.8442481, -73.9337999 40.8441438, -73.9339837 40.8438925, -73.9341646 40.8436451, -73.9342186 40.8435713)",4,,,,,,
42423116,595481001,0,"[945384093, 196116966]",Amsterdam Avenue,secondary,,False,False,44.361999999999995,"LINESTRING (-73.9323269 40.8461578, -73.9322748 40.8462291, -73.9320716 40.8465069)",,,,yes,,,
42423116,42442728,0,440122879,Amsterdam Avenue,secondary,,False,True,77.964,"LINESTRING (-73.9323269 40.8461578, -73.9323798 40.8460855, -73.9327445 40.8455868, -73.9327756 40.8455443)",4,,,,,,
42423170,42423203,0,122625738,,motorway_link,,True,False,68.40299999999999,"LINESTRING (-73.9326159 40.8026802, -73.9327022 40.8027067, -73.9327754 40.8027252, -73.9328516 40.8027379, -73.9329312 40.8027436, -73.9330172 40.8027435, -73.9331001 40.8027351, -73.9331776 40.8027287, -73.9334099 40.802694)",2,,,,,,
42423170,42423189,0,"[68314094, 990643311]",,motorway_link,,True,False,90.931,"LINESTRING (-73.9326159 40.8026802, -73.9327373 40.8027437, -73.9328228 40.8027929, -73.9328856 40.8028413, -73.9329248 40.8028804, -73.9329527 40.8029179, -73.9329687 40.8029565, -73.9329834 40.8029956, -73.9329931 40.8030312, -73.933001 40.8030801, -73.9330053 40.8031369, -73.9330005 40.803192, -73.9329918 40.8032329, -73.9329804 40.8032613, -73.9329751 40.8032744, -73.9329537 40.8033183, -73.9329255 40.8033683)",3,,,,,,
42423189,42434134,0,46226327,East 126th Street,residential,,True,False,14.631,"LINESTRING (-73.9329255 40.8033683, -73.9330784 40.8034309)",,,,,,,
42423189,42426135,0,695644410,,motorway_link,30 mph,True,False,82.49499999999999,"LINESTRING (-73.9329255 40.8033683, -73.9328825 40.8034285, -73.9325873 40.8038239, -73.9325443 40.803859, -73.9324873 40.8038865, -73.9324257 40.8039139, -73.9323444 40.8039382)",1,,,,,,
42423203,42422168,0,5669594,,motorway_link,,True,False,76.472,"LINESTRING (-73.9334099 40.802694, -73.9333765 40.8026066, -73.933347 40.8025489, -73.9333301 40.802514, -73.9333146 40.8024823, -73.9332982 40.8024568, -73.9332871 40.8024397, -73.9332536 40.8023984, -73.9332153 40.8023595, -73.9331761 40.8023251, -73.933133 40.8022925, -73.933089 40.8022639, -73.9330417 40.8022368, -73.9328935 40.8021545)",1,,,,,,
42423203,371239962,0,46226330,East 125th Street,primary,,False,False,195.0,"LINESTRING (-73.9334099 40.802694, -73.933314 40.8026469, -73.9332066 40.8025984, -73.9330979 40.8025514, -73.9313894 40.8018365)",,,,,,,
42423203,42443116,0,196116995,East 125th Street,primary,,False,False,16.05,"LINESTRING (-73.9334099 40.802694, -73.9334449 40.8027086, -73.9335768 40.8027638)",,,,,,,
42423295,9906966855,0,1080873866,FDR Drive,primary,25 mph,True,False,21.108,"LINESTRING (-73.9775923 40.7132542, -73.9776047 40.7130646)",1,,,,,,
42423295,42437786,0,"[1188964152, 194923769, 1188954618, 1080978587]",Grand Street,primary,25 mph,False,True,176.224,"LINESTRING (-73.9775923 40.7132542, -73.9776678 40.7132751, -73.9778682 40.7133365, -73.9780496 40.713392, -73.9782576 40.7134578, -73.9784925 40.7135321, -73.9793675 40.7137954, -73.979532 40.7138456)",2,,,,,,
42423296,370888100,0,"[958188024, 957524735]",FDR Drive,motorway,40 mph,True,False,271.057,"LINESTRING (-73.9777769 40.7124667, -73.9778289 40.7123776, -73.9778929 40.7122834, -73.9779629 40.7121901, -73.9780368 40.7121037, -73.9781187 40.712011, -73.9782014 40.7119281, -73.9782841 40.7118498, -73.9783772 40.7117678, -73.9784511 40.7117097, -73.9785774 40.7116109, -73.9786833 40.7115407, -73.9787895 40.7114739, -73.9789041 40.7114061, -73.9790164 40.7113481, -73.9791359 40.7112893, -73.9792567 40.7112356, -73.979379 40.7111861, -73.9795044 40.7111395, -73.9796338 40.7110959, -73.9797642 40.7110582, -73.979894 40.7110257, -73.9800337 40.7109943, -73.9801685 40.7109704)","['4', '3']",FDR,,,,,
